name,domain,dataset_year,age,source,reference,reference_key,problem_type,num_rows,max_train_rows,num_cols,num_cols_after_preprocessing,missing_value_fraction,num_classes,minority_class_pct,num_numerical_cols,num_categorical_cols,num_datetime_cols,num_text_cols,num_binary_cols,num_numerical_non_binary_cols,num_categorical_non_binary_cols,num_datetime_non_binary_cols,num_text_non_binary_cols,max_categorical_cardinality,mean_categorical_cardinality,median_categorical_cardinality,num_high_cardinality_cats,categorical_non_binary_cardinalities,text_char_mean,text_char_median,text_char_max,text_char_num_high,num_repeats,num_folds,time_horizon,time_horizon_unit,task_type,time_on,group_on,stratify_on,group_time_on,group_labels,uri
seismic_bumps,environmental science & climate,2013,13,UCI,"@article{sikora2010application,
  title={Application of rule induction algorithms for analysis of data collected by seismic hazard monitoring systems in coal mines},
  author={Sikora, Marek and Wr{\'o}bel, {\L}ukasz},
  journal={Archives of Mining Sciences},
  volume={55},
  number={1},
  pages={91--114},
  year={2010}
}
",sikora2010application,binary_classification,2584,1723,15,15,0.0,2.0,6.578947368421052,11,4,0,0,3,10,2,0,0,3.0,2.5,2.5,0,"[3, 3]",,,,,10,3,,,random,,,HighEnergySeismicBump,,,seismic_bumps/019d7369-a6b4-7060-a145-dc996b59cf1b
splice,biology & life sciences,1991,35,UCI,"@article{towell1994knowledge,
  title={Knowledge-based artificial neural networks},
  author={Towell, Geoffrey G and Shavlik, Jude W},
  journal={Artificial intelligence},
  volume={70},
  number={1-2},
  pages={119--165},
  year={1994},
  publisher={Elsevier}
}
",towell1994knowledge,multiclass_classification,3190,2127,60,60,0.0,3.0,24.043887147335422,0,60,0,0,0,0,60,0,0,6.0,4.783333333333333,5.0,0,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",,,,,10,3,,,random,,,SiteType,,,splice/019d7369-b922-718a-adbf-099484b95908
superconductivity,physics & astronomy,2018,8,UCI,"@article{hamidieh2018data,
  title={A data-driven statistical model for predicting the critical temperature of a superconductor},
  author={Hamidieh, Kam},
  journal={Computational Materials Science},
  volume={154},
  pages={346--354},
  year={2018},
  publisher={Elsevier}
}
",hamidieh2018data,regression,21263,14176,81,81,0.0,,,81,0,0,0,0,81,0,0,0,,,,0,[],,,,,3,3,,,random,,,,,,superconductivity/019d7369-cca6-7baa-b958-4ec60c44e1c1
taiwanese_bankruptcy_prediction,finance,2009,17,UCI,"@article{liang2016financial,
  title={Financial ratios and corporate governance indicators in bankruptcy prediction: A comprehensive study},
  author={Liang, Deron and Lu, Chia-Chi and Tsai, Chih-Fong and Shih, Guan-An},
  journal={European journal of operational research},
  volume={252},
  number={2},
  pages={561--572},
  year={2016},
  publisher={Elsevier}
}
",liang2016financial,binary_classification,6819,4546,92,92,0.0,2.0,3.2262795131250916,92,0,0,0,1,91,0,0,0,,,,0,[],,,,,3,3,,,random,,,Bankrupt,,,taiwanese_bankruptcy_prediction/019d7369-df9e-716f-974e-19cc910078ee
website_phishing,technology & internet,2014,12,UCI,"@article{abdelhamid2014phishing,
  title={Phishing detection based associative classification data mining},
  author={Abdelhamid, Neda and Ayesh, Aladdin and Thabtah, Fadi},
  journal={Expert Systems with Applications},
  volume={41},
  number={13},
  pages={5948--5959},
  year={2014},
  publisher={Elsevier}
}
",abdelhamid2014phishing,multiclass_classification,1353,902,9,9,0.0,3.0,7.612712490761271,0,9,0,0,2,0,7,0,0,3.0,2.7777777777777777,3.0,0,"[3, 3, 3, 3, 3, 3, 3]",,,,,10,3,,,random,,,WebsiteType,,,website_phishing/019d7369-f10c-78e6-bd19-b8b0a72399fe
wine_quality,chemistry & material science,2009,17,UCI,"@article{cortez2009modeling,
  title={Modeling wine preferences by data mining from physicochemical properties},
  author={Cortez, Paulo and Cerdeira, Ant{\'o}nio and Almeida, Fernando and Matos, Telmo and Reis, Jos{\'e}},
  journal={Decision support systems},
  volume={47},
  number={4},
  pages={547--553},
  year={2009},
  publisher={Elsevier}
}
",cortez2009modeling,regression,6497,4332,12,12,0.0,,,11,1,0,0,1,11,0,0,0,2.0,2.0,2.0,0,[],,,,,3,3,,,random,,,,,,wine_quality/019d736a-03ee-7297-95da-6bfa50c97f79
allstate_claims_severity,insurance,2016,10,Kaggle,"@misc{Ferguson2016AllstateClaimsSeverity,
  author = {Dana Ferguson and Meg Risdal and NoTrick and Sara R. Sillah and Tim Emmerling and Will Cukierski},
  title  = {Allstate Claims Severity},
  year   = {2016},
  howpublished = {\url{https://kaggle.com/competitions/allstate-claims-severity},
  note   = {Kaggle competition}
}
",Ferguson2016AllstateClaimsSeverity,regression,188317,125545,130,130,0.0,,,14,116,0,0,72,14,44,0,0,326.0,9.818965517241379,2.0,5,"[3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 7, 8, 7, 5, 7, 5, 8, 7, 5, 16, 15, 19, 9, 13, 17, 20, 17, 20, 11, 84, 131, 16, 51, 61, 19, 23, 326]",,,,,3,3,,,random,,,,,,allstate_claims_severity/019d736a-2321-76da-a36a-ddc5e1fbf7b6
audiology_diagnosis,medical & healthcare,1987,39,UCI,"@incollection{bareiss1990protos,
  title={Protos: An exemplar-based learning apprentice},
  author={Bareiss, E Ray and Porter, Bruce W and Wier, Craig C},
  booktitle={Machine learning},
  pages={112--127},
  year={1990},
  publisher={Elsevier}
}
",bareiss1990protos,multiclass_classification,199,133,68,68,0.020691693762932308,3.0,9.045226130653266,0,68,0,0,60,0,8,0,0,6.0,2.235294117647059,2.0,0,"[5, 3, 3, 4, 3, 3, 6, 5]",,,,,20,3,,,random,,,diagnosis,,,audiology_diagnosis/019d736a-3b3d-73da-8d65-b4b7a39e1590
biomechanical_orthopaedic_prediction,medical & healthcare,2011,15,UCI,"@misc{Barreto2005Vertebral,
  author       = {Barreto, Guilherme and Neto, Ajalmar},
  title        = {{Vertebral Column}},
  year         = {2005},
  howpublished = {UCI Machine Learning Repository},
  note         = {{DOI}: https://doi.org/10.24432/C5K89B}
}
",Barreto2005Vertebral,multiclass_classification,310,207,6,6,0.0,3.0,19.35483870967742,6,0,0,0,0,6,0,0,0,,,,0,[],,,,,20,3,,,random,,,class,,,biomechanical_orthopaedic_prediction/019d736a-4c2d-74b6-95a3-c63bd4b8fff7
blood_tests_drink_prediction,medical & healthcare,1996,30,UCI,"@misc{UCILiverDisorders2016,
  title        = {Liver Disorders},
  author       = {{UCI Machine Learning Repository}},
  year         = {2016},
  howpublished = {\url{https://doi.org/10.24432/C54G67}},
  note         = {Dataset}
}
",,regression,345,230,5,5,0.0,,,5,0,0,0,0,5,0,0,0,,,,0,[],,,,,20,3,,,random,,,,,,blood_tests_drink_prediction/019d736a-5d45-743a-b7c5-11da6b494fb7
body_density_prediction,medical & healthcare,1985,41,Kaggle,"@article{penrose1985generalized,
  title={Generalized body composition prediction equation for men using simple measurement techniques},
  author={Penrose, Keith W and Nelson, Arnold G and Fisher, Arnold Garth},
  journal={Medicine \& Science in Sports \& Exercise},
  volume={17},
  number={2},
  pages={189},
  year={1985},
  publisher={Ovid Technologies (Wolters Kluwer Health)}
}
",penrose1985generalized,regression,252,168,13,13,0.0,,,13,0,0,0,0,13,0,0,0,,,,0,[],,,,,20,3,,,random,,,,,,body_density_prediction/019d736a-6e2b-77a5-ae25-1222ef4fe4e9
cirrhosis_patient_survival_prediction,medical & healthcare,1984,42,UCI,"@article{dickson1989prognosis,
  title={Prognosis in primary biliary cirrhosis: model for decision making},
  author={Dickson, E Rolland and Grambsch, Patricia M and Fleming, Thomas R and Fisher, Lloyd D and Langworthy, Alice},
  journal={Hepatology},
  volume={10},
  number={1},
  pages={1--7},
  year={1989},
  publisher={Wiley Online Library}
}
",dickson1989prognosis,regression,161,108,17,17,0.13116550968213372,,,10,7,0,0,5,10,2,0,0,4.0,2.4285714285714284,2.0,0,"[3, 4]",,,,,20,3,,,random,,,,,,cirrhosis_patient_survival_prediction/019d736a-9116-7589-9cad-4cee540f2926
credit_approval,finance,1987,39,UCI,"@article{quinlan1987simplifying,
  title={Simplifying decision trees},
  author={Quinlan, J. Ross},
  journal={International journal of man-machine studies},
  volume={27},
  number={3},
  pages={221--234},
  year={1987},
  publisher={Elsevier}
}
",quinlan1987simplifying,binary_classification,690,460,15,15,0.006473429951690821,2.0,44.492753623188406,6,9,0,0,4,6,5,0,0,14.0,4.444444444444445,3.0,0,"[3, 3, 14, 9, 3]",,,,,20,3,,,random,,,A16,,,credit_approval/019d736a-a27c-7c85-90c5-ca1d5dc849bd
drug_induced_autoimmunity_prediction,medical & healthcare,2025,1,UCI,"@article{huang2025interdia,
  title={InterDIA: Interpretable prediction of drug-induced autoimmunity through ensemble machine learning approaches},
  author={Huang, Lina and Liu, Peineng and Huang, Xiaojie},
  journal={Toxicology},
  volume={511},
  pages={154064},
  year={2025},
  publisher={Elsevier}
}
",huang2025interdia,binary_classification,597,398,177,208,0.0,2.0,24.79061976549414,176,0,0,1,20,156,0,0,1,,,,0,[],55.39530988274707,49.0,208.0,46.0,20,3,,,random,,,Label,,,drug_induced_autoimmunity_prediction/019d736a-b4b1-7f51-9563-dde2b6ecd948
early_stage_diabetes_risk_prediction,medical & healthcare,2019,7,UCI,"@inproceedings{islam2019likelihood,
  title={Likelihood prediction of diabetes at early stage using data mining techniques},
  author={Islam, MM Faniqul and Ferdousi, Rahatara and Rahman, Sadikur and Bushra, Humayra Yasmin},
  booktitle={Computer Vision and Machine Intelligence in Medical Image Analysis: International Symposium, ISCMM 2019},
  pages={113--125},
  year={2019},
  organization={Springer}
}
",islam2019likelihood,binary_classification,251,168,16,16,0.0,2.0,31.07569721115538,1,15,0,0,15,1,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,random,,,class,,,early_stage_diabetes_risk_prediction/019d736a-c5ee-7069-9b14-686535f9caa9
ecoli_proteins,biology & life sciences,1996,30,UCI,"@inproceedings{horton1996probabilistic,
  title={A probabilistic classification system for predicting the cellular localization sites of proteins.},
  author={Horton, Paul and Nakai, Kenta},
  booktitle={Ismb},
  volume={4},
  pages={109--115},
  year={1996},
  organization={St. Louis, Missouri, USA}
}
",horton1996probabilistic,multiclass_classification,327,218,6,6,0.0,5.0,6.116207951070336,5,1,0,0,1,5,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,random,,,class,,,ecoli_proteins/019d736a-d6d2-7e28-aeff-7da6b7126b9d
emscad,business & marketing,2014,12,Other,"@article{vidros2017automatic,
  title={Automatic detection of online recruitment frauds: Characteristics, methods, and a public dataset},
  author={Vidros, Sokratis and Kolias, Constantinos and Kambourakis, Georgios and Akoglu, Leman},
  journal={Future Internet},
  volume={9},
  number={1},
  pages={6},
  year={2017},
  publisher={MDPI}
}
",vidros2017automatic,binary_classification,17460,11640,17,265,0.28441816589178626,2.0,4.885452462772051,1,8,0,8,3,1,5,0,8,131.0,24.875,6.0,1,"[5, 7, 13, 131, 37]",467.16592218231744,139.0,14907.0,52221.0,3,3,,,random,,,fraudulent,,,emscad/019d736a-ed4a-7aaa-89df-d52558565db9
eryhemato_squamous_disease,medical & healthcare,1997,29,UCI,"@article{guvenir1998learning,
  title={Learning differential diagnosis of erythemato-squamous diseases using voting feature intervals},
  author={G{\""u}venir, H Altay and Demir{\""o}z, G{\""u}l{\c{s}}en and Ilter, Nilsel},
  journal={Artificial intelligence in medicine},
  volume={13},
  number={3},
  pages={147--165},
  year={1998},
  publisher={Elsevier}
}
",guvenir1998learning,multiclass_classification,366,244,34,34,0.0006428801028608164,6.0,5.46448087431694,1,33,0,0,1,1,32,0,0,4.0,3.909090909090909,4.0,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",,,,,20,3,,,random,,,class,,,eryhemato_squamous_disease/019d736b-020a-7fbc-9785-6438802781f2
forensic_glass_identification,chemistry & material science,1987,39,UCI,"@misc{German1987glass,
  author       = {German, B.},
  title        = {{Glass Identification}},
  year         = {1987},
  howpublished = {UCI Machine Learning Repository},
  note         = {{DOI}: https://doi.org/10.24432/C5WW2P}
}
",German1987glass,multiclass_classification,214,143,9,9,0.0,6.0,4.205607476635514,9,0,0,0,0,9,0,0,0,,,,0,[],,,,,20,3,,,random,,,Type_of_glass,,,forensic_glass_identification/019d736b-12da-73ae-a0d2-65e6294a7f01
forest_fires,environmental science & climate,2008,18,UCI,"@article{cortez2007data,
  title={A data mining approach to predict forest fires using meteorological data},
  author={Cortez, Paulo and Morais, An{\'\i}bal de Jesus Raimundo},
  year={2007},
  publisher={Associa{\c{c}}{\~a}o Portuguesa para a Intelig{\^e}ncia Artificial (APPIA)}
}
",cortez2007data,regression,517,345,12,12,0.0,,,10,2,0,0,0,10,2,0,0,12.0,9.5,9.5,0,"[12, 7]",,,,,20,3,,,random,,,,,,forest_fires/019d736b-2610-7f4f-ae46-3f6a4c98962e
gallstone_disease,medical & healthcare,2023,3,UCI,"@article{esen2024early,
  title={Early prediction of gallstone disease with a machine learning-based method from bioimpedance and laboratory data},
  author={Esen, {\.I}rfan and Arslan, Hilal and Esen, Selin Akt{\""u}rk and G{\""u}l{\c{s}}en, Mervenur and K{\""u}ltekin, Nimet and {\""O}zdemir, O{\u{g}}uzhan},
  journal={Medicine},
  volume={103},
  number={8},
  pages={e37258},
  year={2024},
  publisher={LWW}
}
",esen2024early,binary_classification,319,213,38,38,0.0,2.0,49.529780564263326,32,6,0,0,5,32,1,0,0,4.0,2.3333333333333335,2.0,0,[4],,,,,20,3,,,random,,,Gallstone Status,,,gallstone_disease/019d736b-3795-7523-ac59-9fbe676ebc70
heart_disease_cleveland,medical & healthcare,1989,37,UCI,"@article{detrano1989international,
  title={International application of a new probability algorithm for the diagnosis of coronary artery disease},
  author={Detrano, Robert and Janosi, Andras and Steinbrunn, Walter and Pfisterer, Matthias and Schmid, Johann-Jakob and Sandhu, Sarbjit and Guppy, Kern H and Lee, Stella and Froelicher, Victor},
  journal={The American journal of cardiology},
  volume={64},
  number={5},
  pages={304--310},
  year={1989},
  publisher={Elsevier}
}
",detrano1989international,binary_classification,303,202,13,13,0.0015232292460015233,2.0,45.87458745874587,6,7,0,0,3,6,4,0,0,4.0,2.7142857142857144,3.0,0,"[4, 3, 3, 3]",,,,,20,3,,,random,,,heart_disease_diagnosis,,,heart_disease_cleveland/019d736b-4900-714b-8dfc-be588ce802c3
heart_disease_hungary,medical & healthcare,1989,37,UCI,"@article{detrano1989international,
  title={International application of a new probability algorithm for the diagnosis of coronary artery disease},
  author={Detrano, Robert and Janosi, Andras and Steinbrunn, Walter and Pfisterer, Matthias and Schmid, Johann-Jakob and Sandhu, Sarbjit and Guppy, Kern H and Lee, Stella and Froelicher, Victor},
  journal={The American journal of cardiology},
  volume={64},
  number={5},
  pages={304--310},
  year={1989},
  publisher={Elsevier}
}
",detrano1989international,binary_classification,294,196,13,13,0.20460491889063318,2.0,36.054421768707485,6,7,0,0,3,6,4,0,0,4.0,2.7142857142857144,3.0,0,"[4, 3, 3, 3]",,,,,20,3,,,random,,,heart_disease_diagnosis,,,heart_disease_hungary/019d736b-5a1a-7c95-92f0-8c2fe5334ad2
heart_disease_va_long_beach,medical & healthcare,1989,37,UCI,"@article{detrano1989international,
  title={International application of a new probability algorithm for the diagnosis of coronary artery disease},
  author={Detrano, Robert and Janosi, Andras and Steinbrunn, Walter and Pfisterer, Matthias and Schmid, Johann-Jakob and Sandhu, Sarbjit and Guppy, Kern H and Lee, Stella and Froelicher, Victor},
  journal={The American journal of cardiology},
  volume={64},
  number={5},
  pages={304--310},
  year={1989},
  publisher={Elsevier}
}
",detrano1989international,binary_classification,200,134,13,13,0.2684615384615385,2.0,25.5,6,7,0,0,3,6,4,0,0,4.0,2.7142857142857144,3.0,0,"[4, 3, 3, 3]",,,,,20,3,,,random,,,heart_disease_diagnosis,,,heart_disease_va_long_beach/019d736b-7c92-71e1-a6d6-27a91ed15d3d
heart_failure_followup_survival,medical & healthcare,2020,6,UCI,"@article{chicco2020machine,
  title={Machine learning can predict survival of patients with heart failure from serum creatinine and ejection fraction alone},
  author={Chicco, Davide and Jurman, Giuseppe},
  journal={BMC medical informatics and decision making},
  volume={20},
  number={1},
  pages={16},
  year={2020},
  publisher={Springer}
}
",chicco2020machine,binary_classification,299,200,12,12,0.0,2.0,32.10702341137124,7,5,0,0,5,7,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,random,,,DEATH_EVENT,,,heart_failure_followup_survival/019d736b-8d9f-7f20-8f5c-45207fb0251d
hepatitis_c_prediction,medical & healthcare,2018,8,UCI,"@article{hoffmann2018using,
  title={Using machine learning techniques to generate laboratory diagnostic pathways—a case study},
  author={Hoffmann, Georg and Bietenbeck, Andreas and Lichtinghagen, Ralf and Klawonn, Frank},
  journal={Journal of Laboratory and Precision Medicine},
  volume={3},
  number={6},
  year={2018},
  publisher={AME Publishing Company}
}
",hoffmann2018using,multiclass_classification,608,406,12,12,0.00424890350877193,4.0,3.4539473684210527,11,1,0,0,1,11,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,random,,,Category,,,hepatitis_c_prediction/019d736b-9eba-79b8-8c5a-78d95163e286
hepatitis_survival_prediction,medical & healthcare,1981,45,UCI,"@inproceedings{efron1981statistical,
  title={Statistical theory and the computer},
  author={Efron, Bradley and Gong, Gail},
  booktitle={Computer science and statistics: Proceedings of the 13th Symposium on the Interface},
  pages={3--7},
  year={1981},
  organization={Springer}
}
",efron1981statistical,binary_classification,155,104,19,19,0.0567062818336163,2.0,20.64516129032258,6,13,0,0,13,6,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,random,,,class,,,hepatitis_survival_prediction/019d736b-afda-7edf-9f73-3cd8e3799329
home_credit_default_risk,finance,2018,8,Kaggle,"@misc{Montoya2018HomeCreditDefaultRisk,
  author = {Anna Montoya and inversion and Kirill Odintsov and Martin Kotek},
  title  = {Home Credit Default Risk},
  year   = {2018},
  howpublished = {\url{https://kaggle.com/competitions/home-credit-default-risk}},
  note   = {Kaggle competition}
}
",Montoya2018HomeCreditDefaultRisk,binary_classification,307507,205005,504,504,0.3369085777941511,2.0,8.07298695639449,482,22,0,0,11,482,11,0,0,58.0,6.863636363636363,2.5,1,"[7, 8, 5, 6, 6, 18, 7, 58, 4, 3, 7]",,,,,3,3,,,random,,,TARGET,,,home_credit_default_risk/019d736d-6a16-7087-999b-e953d48f7516
homesite_quote_conversion,insurance,2015,11,Kaggle,"@misc{Darrel2015HomesiteQuoteConversion,
  author = {Darrel and Stephen D. Stayton and Will Cukierski},
  title  = {Homesite Quote Conversion},
  year   = {2015},
  howpublished = {\url{https://kaggle.com/competitions/homesite-quote-conversion}},
  note   = {Kaggle competition}
}
",Darrel2015HomesiteQuoteConversion,binary_classification,260753,173836,295,304,0.04642657149336794,2.0,18.75107860695754,268,26,1,0,18,261,15,1,0,66.0,12.76923076923077,4.0,3,"[8, 7, 12, 7, 50, 66, 61, 57, 19, 4, 4, 4, 4, 3, 4]",,,,,3,3,,,random,,,QuoteConversion_Flag,,,homesite_quote_conversion/019d736d-c045-7597-b0e9-665db9c61dac
horse_colic_survival,biology & life sciences,1989,37,UCI,"@misc{McLeish1989HorseColic,
  author       = {McLeish, Mary and Cecile, Matt},
  title        = {{Horse Colic}},
  year         = {1989},
  howpublished = {UCI Machine Learning Repository},
  note         = {{DOI}: https://doi.org/10.24432/C58W23}
}
",McLeish1989HorseColic,multiclass_classification,344,230,20,20,0.26656976744186045,3.0,14.534883720930232,8,12,0,0,1,7,12,0,0,6.0,4.0,4.0,0,"[4, 4, 6, 3, 5, 4, 4, 3, 3, 4, 5, 3]",,,,,20,3,,,random,,,outcome,,,horse_colic_survival/019d736d-db15-7ad1-b407-b937aa958bd9
indian_liver_patient_dataset,medical & healthcare,2012,14,UCI,"@article{ramana2012critical,
  title={A critical comparative study of liver patients from USA and INDIA: an exploratory analysis},
  author={Ramana, Bendi Venkata and Babu, M Surendra Prasad and Venkateswarlu, NB},
  journal={International Journal of Computer Science Issues (IJCSI)},
  volume={9},
  number={3},
  pages={506},
  year={2012},
  publisher={International Journal of Computer Science Issues (IJCSI)}
}
",ramana2012critical,binary_classification,583,389,10,10,0.0006861063464837049,2.0,28.644939965694682,9,1,0,0,1,9,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,random,,,Selector,,,indian_liver_patient_dataset/019d736d-ec03-75de-b8e9-075fcdde7993
labour_inspection_compliance,industry & manufacturing,2019,7,Other,"@inproceedings{flogard2022dataset,
  title={A dataset for efforts towards achieving the sustainable development goal of safe working environments},
  author={Flogard, Eirik Lund and Mengshoel, Ole Jakob},
  booktitle={Thirty-sixth Conference on Neural Information Processing Systems Datasets and Benchmarks Track},
  year={2022}
}
",flogard2022dataset,binary_classification,63634,42423,376,500,0.8594863310728441,2.0,25.72366973630449,367,5,0,4,5,362,5,0,4,84.0,21.4,8.0,1,"[84, 3, 3, 9, 8]",98.98282364773549,35.0,893.0,57545.0,3,3,,,random,,,NonCompliance,,,labour_inspection_compliance/019d736e-5a12-720a-9281-b652d1acae27
ljubljana_breast_cancer,medical & healthcare,1988,38,UCI,"@misc{Zwitter1988BreastCancer,
  author       = {Zwitter, Matjaz and Soklic, Milan},
  title        = {{Breast Cancer}},
  year         = {1988},
  howpublished = {UCI Machine Learning Repository},
  note         = {{DOI}: https://doi.org/10.24432/C51P4M}
}
",Zwitter1988BreastCancer,binary_classification,286,191,9,9,0.0034965034965034965,2.0,29.72027972027972,4,5,0,0,3,4,2,0,0,5.0,2.8,2.0,0,"[3, 5]",,,,,20,3,,,random,,,Class,,,ljubljana_breast_cancer/019d736e-6ea7-7889-b0ff-20fbdd628b8a
ljubljana_primary_tumor,medical & healthcare,1987,39,UCI,"@misc{Zwitter1987primarytumor,
  author       = {Zwitter, M. and Soklic, M.},
  title        = {{Primary Tumor}},
  year         = {1987},
  howpublished = {UCI Machine Learning Repository},
  note         = {{DOI}: https://doi.org/10.24432/C5WK5Q}
}
",Zwitter1987primarytumor,multiclass_classification,302,202,17,17,0.038955979742890535,11.0,3.3112582781456954,0,17,0,0,14,0,3,0,0,3.0,2.176470588235294,2.0,0,"[3, 3, 3]",,,,,20,3,,,random,,,class,,,ljubljana_primary_tumor/019d736e-819e-7f44-a8b2-5b93d4cce230
mercari_price_suggestion_1m,business & marketing,2018,8,Kaggle,"@misc{Howard2017MercariPriceSuggestionChallenge,
  author = {{Kaggle} and Addison Howard and kaoriiida and Kei Otagaki and Mark McDonald and mueno and Wendy Kan and Zhang and zyaga},
  title  = {Mercari Price Suggestion Challenge},
  year   = {2017},
  howpublished = {\url{https://kaggle.com/competitions/mercari-price-suggestion-challenge}},
  note   = {Kaggle competition}
}
",Howard2017MercariPriceSuggestionChallenge,regression,1250000,1000000,6,130,0.081118,,,0,2,0,4,1,0,1,0,4,5.0,3.5,3.5,0,[5],58.51834302414943,28.0,1046.0,548852.0,1,1,,,random,,,,,,mercari_price_suggestion/versions/019d736f-26fd-73bd-8853-dc219e5f4ed5
mutual_funds_india,finance,2023,3,Kaggle,"@misc{Barnawal2022MutualFundsIndiaDetailed,
  author = {Ravi Barnawal},
  title  = {Mutual Funds India Detailed},
  year   = {2022},
  howpublished = {\url{https://www.kaggle.com/datasets/ravibarnawal/mutual-funds-india-detailed}},
  note   = {Kaggle dataset}
}
",Barnawal2022MutualFundsIndiaDetailed,regression,793,529,12,105,0.0,,,7,2,0,3,0,7,2,0,3,38.0,21.5,21.5,0,"[5, 38]",20.924758301807483,19.0,57.0,0.0,10,3,,,random,,,,,,mutual_funds_india/019d736f-4e6b-7953-9a01-a5476b6708ef
otto_group_product_classification_challenge,business & marketing,2015,11,Kaggle,"@misc{Bossan2015OttoGroupProductClassificationChallenge,
  author = {Benjamin Bossan and Josef Feigl and Wendy Kan},
  title  = {Otto Group Product Classification Challenge},
  year   = {2015},
  howpublished = {\url{https://kaggle.com/competitions/otto-group-product-classification-challenge}},
  note   = {Kaggle competition}
}
",Bossan2015OttoGroupProductClassificationChallenge,multiclass_classification,61878,41252,93,93,0.0,9.0,3.1174246097158926,93,0,0,0,0,93,0,0,0,,,,0,[],,,,,3,3,,,random,,,target,,,otto_group_product_classification_challenge/019d736f-6330-78c4-91bb-c37e46162244
porto_seguro,insurance,2017,9,Kaggle,"@misc{Howard2017PortoSegurosSafeDriverPrediction,
  author = {Addison Howard and Adriano Moala and Walter Reade},
  title  = {Porto Seguro’s Safe Driver Prediction},
  year   = {2017},
  howpublished = {\url{https://kaggle.com/competitions/porto-seguro-safe-driver-prediction}},
  note   = {Kaggle competition}
}
",Howard2017PortoSegurosSafeDriverPrediction,binary_classification,595206,396804,37,37,0.038435023767832914,2.0,3.644620517938327,12,25,0,0,17,12,8,0,0,104.0,7.88,2.0,1,"[4, 7, 12, 10, 18, 5, 3, 104]",,,,,1,3,,,random,,,target,,,porto_seguro/019d736f-86ed-700f-96c9-8f4be8546db1
pva_revenue_prediction_kddcup98,business & marketing,1997,29,Other,"@misc{Parsa1998KDDCup1998,
  author = {Ismail Parsa},
  title  = {KDD Cup 1998},
  year   = {1998},
  howpublished = {\url{https://kdd.ics.uci.edu/databases/kddcup98/kddcup98.html}},
  note   = {Dataset, UCI Machine Learning Repository. DOI: 10.24432/C5401H}
}
",Parsa1998KDDCup1998,binary_classification,144095,96064,477,1799,0.1672669505319218,2.0,5.1743641347721985,347,50,53,27,16,347,42,45,27,62.0,4.78,2.0,2,"[4, 53, 3, 3, 3, 3, 3, 6, 3, 5, 9, 8, 3, 4, 4, 62, 4, 5, 4, 5, 5, 4]",3.1569051912545603,3.0,19.0,0.0,3,3,,,random,,,TARGET_B,,,pva_revenue_prediction_kddcup98/019db49b-9c05-72b8-b4a5-7b967a18225b
qsar_aquatic_toxicity,biology & life sciences,2014,12,UCI,"@article{cassotti2014prediction,
  title={Prediction of acute aquatic toxicity toward daphnia magna by using the ga-k nn method},
  author={Cassotti, Matteo and Ballabio, Davide and Consonni, Viviana and Mauri, Andrea and Tetko, Igor V and Todeschini, Roberto},
  journal={Alternatives to Laboratory Animals},
  volume={42},
  number={1},
  pages={31--41},
  year={2014},
  publisher={SAGE Publications Sage UK: London, England}
}
",cassotti2014prediction,regression,546,364,8,8,0.0,,,8,0,0,0,0,8,0,0,0,,,,0,[],,,,,20,3,,,random,,,,,,qsar_aquatic_toxicity/019d7370-0517-71a1-9e18-dc2a826fa01a
regensburg_pediatric_appendicitis,medical & healthcare,2021,5,Other,"@article{marcinkevivcs2024interpretable,
  title={Interpretable and intervenable ultrasonography-based machine learning models for pediatric appendicitis},
  author={Marcinkevi{\v{c}}s, Ri{\v{c}}ards and Wolfertstetter, Patricia Reis and Klimiene, Ugne and Chin-Cheong, Kieran and Paschke, Alyssia and Zerres, Julia and Denzinger, Markus and Niederberger, David and Wellmann, Sven and Ozkan, Ece and others},
  journal={Medical image analysis},
  volume={91},
  pages={103042},
  year={2024},
  publisher={Elsevier}
}
",marcinkevivcs2024interpretable,binary_classification,763,509,51,144,0.34469200524246396,2.0,15.07208387942333,16,32,0,3,22,16,10,0,3,4.0,2.53125,2.0,0,"[4, 4, 4, 4, 3, 4, 3, 4, 4, 3]",12.48125,11.0,187.0,1.0,10,3,,,random,,,Severity,,,regensburg_pediatric_appendicitis/019d7370-1dc6-7c1e-8ff1-80ddeb4c4207
